"","term","weight","topic"
"82","христос",0.0242868797918282,5
"83","святой",0.0190364751286089,5
"84","папа",0.0185769425044538,5
"85","церковный",0.0170125761243512,5
"86","епископ",0.015438432454373,5
"87","собор",0.0140696118717833,5
"88","римский",0.0122608132447897,5
"89","папский",0.00808591046789097,5
"90","католический",0.00781214635137302,5
"91","духовный",0.00652154408778841,5
"92","священник",0.006042456883882,5
"93","вера",0.00574913818761276,5
"94","григория",0.00570025173823456,5
"95","еретик",0.00564158799898071,5
"96","бог",0.00542648762171661,5
"97","петр",0.00508428247606917,5
"98","рим",0.00495717770768584,5
"99","духовенство",0.00482029564942687,5
"100","божий",0.00481051835955123,5
"101","русский",0.0442844949042961,6
"102","россия",0.0192542073767501,6
"103","московский",0.0103585297581351,6
"104","великий",0.0103286784909586,6
"105","руси",0.0100749427199578,6
"106","князь",0.00846297429242353,6
"107","москва",0.00731370050612596,6
"108","польский",0.00725399797177284,6
"109","год",0.00716444417024316,6
"110","новгород",0.00710474163589003,6
"111","литовский",0.00707489036871347,6
"112","государство",0.00635845995647602,6
"113","новгородский",0.00620920362059322,6
"114","царь",0.00558232700988545,6
"115","грамота",0.00507485546788392,6
"116","немец",0.00480619406329488,6
"117","княжество",0.00453753265870584,6
"118","источник",0.00420916871976367,6
"119","стр",0.00419424308617539,6
"120","рядовой",0.00411961491823399,6
"121","право",0.049522904086888,7
"122","имущество",0.0184681210896174,7
"123","семья",0.0179668781789728,7
"124","случай",0.0132774722816087,7
"125","земля",0.0131772236994798,7
"126","женщина",0.0113281942957686,7
"127","сын",0.0107712577283857,7
"128","правовой",0.00981332683248708,7
"129","ребенок",0.00940119377262373,7
"130","жена",0.00852123399615875,7
"131","акт",0.00826504317516261,7
"132","отец",0.00815365586168603,7
"133","владение",0.00768582914508439,7
"134","брат",0.0075521643689125,7
"135","обычай",0.00744077705543591,7
"136","наследник",0.00731825101061168,7
"137","суд",0.00730711227926402,7
"138","собственность",0.00710661511500617,7
"139","родственник",0.0070731989209632,7
"140","брак",0.00706206018961554,7
"141","норвегия",0.027756007411835,8
"142","бонд",0.0267218409140734,8
"143","конунг",0.0247202283377605,8
"144","норвежский",0.015779692163563,8
"145","саг",0.0134111172815928,8
"146","большой",0.0101084565306766,8
"147","страна",0.00790668269673243,8
"148","дружина",0.00780660206791679,8
"149","земля",0.00740627955265422,8
"150","гуревич",0.00710603766620729,8
"151","исландский",0.00700595703739164,8
"152","сын",0.006438833474103,8
"153","тинг",0.00607187116844564,8
"154","бог",0.00527122613792049,8
"155","холед",0.00517114550910485,8
"156","судебник",0.00500434446107877,8
"157","время",0.00450394131700056,8
"158","одаль",0.00447058110739534,8
"159","корабль",0.00430378005936927,8
"160","битва",0.00427041984976406,8
"161","мир",0.00959295379922031,9
"162","возрождение",0.00940783941642095,9
"163","идея",0.00843598890672432,9
"164","мысль",0.0077682548830552,9
"165","человеческий",0.00770214260348401,9
"166","гуманист",0.00733852506584241,9
"167","философия",0.00700135244002929,9
"168","эразм",0.00690218402067249,9
"169","христос",0.00667740227013041,9
"170","природа",0.00667740227013041,9
"171","культура",0.00622122754108913,9
"172","сочинение",0.00614850403356081,9
"173","бог",0.0060096682464613,9
"174","свобода",0.0058113314077477,9
"175","гуманизм",0.00553365983354866,9
"176","трактат",0.00542126895827762,9
"177","знание",0.00493864931740786,9
"178","государство",0.00490559317762226,9
"179","диалог",0.00479981353030834,9
"180","гуманистический",0.00476675739052274,9
"181","французский",0.0392775139418636,10
"182","франция",0.0366600195093571,10
"183","король",0.0282092517701217,10
"184","война",0.0232285337928379,10
"185","английский",0.0195042131431572,10
"186","военный",0.01316239806097,10
"187","англичанин",0.00940816318920352,10
"188","армия",0.00885475008061643,10
"189","войска",0.00858552208184433,10
"190","англия",0.0076133098640562,10
"191","шотландия",0.00711972519964069,10
"192","француз",0.00692528275608306,10
"193","страна",0.0065513549800107,10
"194","королевство",0.00634195542541018,10
"195","шотландский",0.00590819920516624,10
"196","брюс",0.00566888542847993,10
"197","сила",0.00553427142909388,10
"198","враг",0.00511547231989284,10
"199","мир",0.00505564387572126,10
"200","земля",0.00502572965363548,10
"201","борьба",0.0259356841067558,11
"202","восстание",0.0245635713777141,11
"203","движение",0.0223977855995209,11
"204","народ",0.0160820314202554,11
"205","народный",0.0140507664978505,11
"206","политический",0.0106406628036145,11
"207","война",0.00982008558330521,11
"208","крестьянский",0.00979318141214753,11
"209","реформация",0.00920801568946798,11
"210","власть",0.00914075526157378,11
"211","социальный",0.00819238322826554,11
"212","масса",0.00798387590179351,11
"213","крестьянин",0.00713639451032658,11
"214","стр",0.00703550386848527,11
"215","выступление",0.00665211942948833,11
"216","событие",0.00636962563233268,11
"217","католический",0.00630236520443848,11
"218","сила",0.00618802247701834,11
"219","интерес",0.00612076204912414,11
"220","буржуазия",0.00585844638033675,11
"221","манор",0.0321272833487848,12
"222","держание",0.0259031831046648,12
"223","держатель",0.0198630997373275,12
"224","земля",0.0193543471956342,12
"225","рента",0.0121885135232734,12
"226","виллан",0.0115715157599433,12
"227","стонор",0.0105973087652114,12
"228","опись",0.0101318543121729,12
"229","владение",0.00890868330767627,12
"230","манора",0.00870301738656622,12
"231","акр",0.00823756293352768,12
"232","лорда",0.00795612535727182,12
"233","манориальный",0.00782623109130758,12
"234","свободный",0.00759891612587015,12
"235","графство",0.00740407472692379,12
"236","огораживание",0.00687367314090312,12
"237","вотчина",0.00686284861873944,12
"238","год",0.00667883174195676,12
"239","лорд",0.00652728843166514,12
"240","площадь",0.00651646390950146,12
"241","мюнцер",0.0219621861675059,13
"242","горный",0.0219372577313392,13
"243","крестьянин",0.0120406685731398,13
"244","венгерский",0.0116916704668053,13
"245","фуггер",0.0108690320733026,13
"246","должен",0.00922375528629715,13
"247","дело",0.00860054438212842,13
"248","статья",0.00835126002046093,13
"249","венгрия",0.00815183253112694,13
"250","рудник",0.006356985127121,13
"251","участник",0.0063071282547875,13
"252","герцог",0.00615755763778701,13
"253","горнорабочий",0.00613262920162026,13
"254","гульден",0.00585841640378602,13
"255","деятельность",0.00583348796761927,13
"256","дворянин",0.00583348796761927,13
"257","ганс",0.00570884578678552,13
"258","город",0.00540970455278453,13
"259","район",0.00523520549961729,13
"260","смирина",0.00516042019111704,13
"261","свободный",0.0234789073131918,14
"262","правда",0.018938030490123,14
"263","раб",0.0166382582489823,14
"264","земля",0.0148664949407565,14
"265","закон",0.0132355340146413,14
"266","король",0.0131181986962158,14
"267","группа",0.00868292365972995,14
"268","колон",0.00765037285758511,14
"269","термин",0.00750957047547445,14
"270","салический",0.00696982801071692,14
"271","земельный",0.0069228938833467,14
"272","случай",0.00688769328781903,14
"273","королевский",0.00648875320517216,14
"274","глава",0.00617194784542318,14
"275","свобода",0.00608981312252529,14
"276","положение",0.00593727720857208,14
"277","текст",0.00585514248567419,14
"278","господин",0.00581994189014653,14
"279","право",0.0056439389125082,14
"280","зависимый",0.00562047184882309,14
"281","цех",0.0436311119241663,15
"282","мастер",0.0273768151015935,15
"283","ремесло",0.0225247861993329,15
"284","цеховой",0.0169262913121092,15
"285","должен",0.0163104568745146,15
"286","ученик",0.0154520209918069,15
"287","гильдия",0.01427633706549,15
"288","ремесленник",0.0120369391106005,15
"289","устава",0.0111038566293965,15
"290","член",0.0105999920895464,15
"291","корпорация",0.010040142600824,15
"292","ремесленный",0.00815531598879203,15
"293","ткач",0.00776342134668637,15
"294","организация",0.00727821845646031,15
"295","торговец",0.00697963206247505,15
"296","изделие",0.00684900051510649,15
"297","подмастерье",0.00610253453014333,15
"298","работа",0.00602788793164702,15
"299","штраф",0.00558000834066912,15
"300","король",0.00543071514367649,15
"301","италия",0.0340350556308135,16
"302","флоренция",0.029962183719278,16
"303","итальянский",0.0299244719423193,16
"304","флорентийский",0.0206473748104885,16
"305","венеция",0.0197045803865219,16
"306","венецианский",0.0150094641551685,16
"307","дант",0.011332565901699,16
"308","республика",0.0102389243698978,16
"309","город",0.0095035447192039,16
"310","византийский",0.00905100339569996,16
"311","греческий",0.00825905607956806,16
"312","политический",0.00752367642887415,16
"313","политика",0.00652431433946961,16
"314","император",0.00565694346942039,16
"315","государство",0.00544952869614775,16
"316","хроника",0.00518554625743711,16
"317","рутенбург",0.0050535550380818,16
"318","италий",0.00469529315697451,16
"319","турок",0.00454444604913986,16
"320","милан",0.00452559016066053,16
"321","икона",0.0128979485547094,17
"322","документ",0.010582982780145,17
"323","счет",0.0105529182895662,17
"324","язык",0.0103124023649361,17
"325","книга",0.00932027417583709,17
"326","текст",0.00850853293021059,17
"327","смоленский",0.0068850504389576,17
"328","прибыль",0.00682492145780008,17
"329","запись",0.00637395409911869,17
"330","письмо",0.00634388960853993,17
"331","статья",0.00565240632522847,17
"332","суд",0.00553214836291343,17
"333","норма",0.00547201938175591,17
"334","судебный",0.00529163243828336,17
"335","фратерный",0.0044498267020781,17
"336","убыток",0.00438969772092058,17
"337","присяжный",0.00432956873976306,17
"338","фирма",0.00417924628686927,17
"339","курия",0.00414918179629051,17
"340","венецианский",0.00408905281513299,17
"341","время",0.0160069507680332,18
"342","дело",0.0119869347282885,18
"343","слово",0.0115380245306256,18
"344","должен",0.0110538067893264,18
"345","первый",0.0104838421563387,18
"346","самый",0.0102240795138709,18
"347","автор",0.00946496732568827,18
"348","место",0.00886726105127202,18
"349","образ",0.00774246358971234,18
"350","случай",0.00754827209971212,18
"351","сторона",0.00663279793256825,18
"352","речь",0.00634024971386663,18
"353","известный",0.00604770149516501,18
"354","год",0.0059619546034766,18
"355","большой",0.00589890541841159,18
"356","последний",0.00566940638477498,18
"357","часть",0.00543990735113836,18
"358","главный",0.00524067192633294,18
"359","вопрос",0.00480184959828051,18
"360","подобный",0.00478671779386491,18
"361","история",0.0133564343442376,19
"362","новый",0.0125426032518677,19
"363","время",0.00964153476965496,19
"364","средневековый",0.00901919334607796,19
"365","исследование",0.00828834111018498,19
"366","проблема",0.00724153092078369,19
"367","автор",0.00694791342863454,19
"368","век",0.00690961549487596,19
"369","социальный",0.00689684951695643,19
"370","исторический",0.00673089180400257,19
"371","средний",0.00606386945770722,19
"372","важный",0.00576067748211843,19
"373","общество",0.00546067700100953,19
"374","разный",0.00509684663030298,19
"375","средневековье",0.00485429304983194,19
"376","эпоха",0.00485110155535206,19
"377","период",0.00480642063263371,19
"378","процесс",0.00478727166575442,19
"379","ранний",0.00475854821543548,19
"380","изучение",0.00471705878719702,19
"381","король",0.0397269499434032,20
"382","двор",0.018321567758907,20
"383","герцог",0.0177099854107785,20
"384","письмо",0.00940808034469428,20
"385","королевский",0.0092128944889086,20
"386","карло",0.00901770863312292,20
"387","политический",0.00861432453116585,20
"388","власть",0.00809382891573737,20
"389","монарх",0.00770345720416601,20
"390","генриха",0.00749525895799462,20
"391","придворный",0.00737814744452321,20
"392","время",0.00735212266375179,20
"393","бургундский",0.00719597397912324,20
"394","французский",0.00718296158873753,20
"395","людовик",0.00701380051372328,20
"396","королева",0.00692271378102329,20
"397","франция",0.00663644119253763,20
"398","филипп",0.0060638960155663,20
"399","граф",0.00585569776939491,20
"400","государь",0.00558243757129496,20
"401","история",0.0237328671635794,21
"402","исторический",0.0203463250621256,21
"403","развитие",0.0151207734077971,21
"404","историк",0.0134079703928648,21
"405","вопрос",0.011665118202232,21
"406","проблема",0.0108357609528964,21
"407","историография",0.00999738895085057,21
"408","исследование",0.00981108406150706,21
"409","буржуазный",0.00958571524375281,21
"410","работа",0.00907788417441324,21
"411","экономический",0.00886453502693922,21
"412","стр",0.00743719918116232,21
"413","отношение",0.00721483528097813,21
"414","политический",0.00717877627013745,21
"415","автор",0.00717276643499734,21
"416","наука",0.00626528132884023,21
"417","социальный",0.00623523215313967,21
"418","общество",0.00596478957183457,21
"419","процесс",0.00593173547856395,21
"420","феодальный",0.005616219133708,21
"421","испание",0.0335438607512653,22
"422","поход",0.0273793911773457,22
"423","крестовый",0.0245470673190582,22
"424","испанский",0.02163143981788,22
"425","христос",0.0116072347900196,22
"426","документ",0.0103576801466575,22
"427","история",0.0103576801466575,22
"428","кастилие",0.00910812550329542,22
"429","земля",0.00905258974136822,22
"430","лучицкий",0.00733098112162488,22
"431","кастильский",0.00713660595487967,22
"432","королевство",0.00641464104982601,22
"433","толедский",0.00594258707344477,22
"434","арабский",0.00594258707344477,22
"435","год",0.00572044402573596,22
"436","полуостров",0.00547053309706354,22
"437","мусульманский",0.00544276521609994,22
"438","крестоносный",0.00541499733513633,22
"439","реконкиста",0.00533169369224553,22
"440","король",0.00513731852550031,22
"441","римский",0.0214783812367975,23
"442","государство",0.016637519983342,23
"443","феодализм",0.0153569715154941,23
"444","общество",0.0125048408371055,23
"445","империя",0.0101183641470252,23
"446","германский",0.0100601573984867,23
"447","развитие",0.00965271015871689,23
"448","период",0.00867289655831809,23
"449","средневековье",0.00841096618989464,23
"450","время",0.00776099083121425,23
"451","строй",0.00776099083121425,23
"452","ранний",0.00771248520743213,23
"453","этнический",0.00756696833608577,23
"454","феодальный",0.00752816383706008,23
"455","процесс",0.00752816383706008,23
"456","народ",0.00738264696571372,23
"457","немецкий",0.00736324471620087,23
"458","западный",0.00735354359144445,23
"459","франк",0.00728563571814948,23
"460","племя",0.00700430310021319,23
"461","крестьянин",0.0262473383919481,24
"462","феодальный",0.0241486324454454,24
"463","земля",0.0206328186304784,24
"464","собственность",0.0144406733791456,24
"465","крестьянство",0.0133316324386084,24
"466","хозяйство",0.0129658029616951,24
"467","отношение",0.0125537634455927,24
"468","крестьянский",0.011514037563839,24
"469","феодал",0.00956551424470072,24
"470","форма",0.00912266803580565,24
"471","рента",0.00842951744796989,24
"472","крупный",0.00827548398400638,24
"473","земельный",0.00825237896441186,24
"474","право",0.00788269865089945,24
"475","развитие",0.00769400765754416,24
"476","мелкий",0.00727041563164452,24
"477","условие",0.00719339889966277,24
"478","свободный",0.0071856972264646,24
"479","экономический",0.00702396208930292,24
"480","положение",0.006719745997975,24
"481","франция",0.0219483965287219,25
"482","должность",0.0151586464636038,25
"483","французский",0.0143260766881771,25
"484","королевский",0.0137662452874591,25
"485","парижский",0.0134217336562481,25
"486","парламент",0.0131489952815393,25
"487","король",0.0125030359730186,25
"488","париж",0.0100483906006397,25
"489","лига",0.00967516966682773,25
"490","штат",0.00898614640440561,25
"491","чиновник",0.00864163477319454,25
"492","генеральный",0.00822534988548117,25
"493","ливр",0.00729229755095121,25
"494","сословие",0.00722052429444891,25
"495","год",0.00674682080153369,25
"496","провинция",0.00670375684763231,25
"497","дворянство",0.00666069289373093,25
"498","совет",0.00648843707812539,25
"499","адвокат",0.00552667544099451,25
"500","депутат",0.00513909985588206,25
"501","история",0.0376947137098848,26
"502","работа",0.0170727922230442,26
"503","научный",0.0156559471265961,26
"504","средний",0.0152652556215955,26
"505","век",0.0148839783697274,26
"506","год",0.0132317769449657,26
"507","наука",0.0123703727833378,26
"508","университет",0.0121726734675543,26
"509","исторический",0.0116643037983969,26
"510","статья",0.0110900343573116,26
"511","историк",0.010336894106708,26
"512","советский",0.00853877175839179,26
"513","ученый",0.00828458692381307,26
"514","институт",0.00737611149652244,26
"515","косминский",0.00718782643387153,26
"516","доклад",0.0069006917133289,26
"517","студент",0.00610989445019509,26
"518","материал",0.00584158823591755,26
"519","кафедра",0.00577098133742346,26
"520","школа",0.00576156708429091,26
"521","нидерландский",0.02443758330205,27
"522","провинция",0.0193294019283155,27
"523","нидерланда",0.0185095703498149,27
"524","революция",0.0176582067875258,27
"525","голландия",0.0153879039547549,27
"526","нидерланд",0.0151671800682355,27
"527","фландрия",0.0136536448463882,27
"528","штат",0.0106265744026937,27
"529","чистозвон",0.00996440274313549,27
"530","налог",0.00952295497009671,27
"531","республика",0.00911303918084641,27
"532","голландский",0.00782022784551853,27
"533","деревня",0.00775716387794156,27
"534","риттер",0.00744184404005671,27
"535","оранский",0.00681120436428702,27
"536","испанский",0.00674814039671005,27
"537","период",0.00630669262367126,27
"538","брабант",0.00624362865609429,27
"539","гент",0.00570758493169005,27
"540","морген",0.00548686104517066,27
"541","текст",0.0204298300047812,28
"542","автор",0.0151967836279726,28
"543","сочинение",0.0144982270858693,28
"544","история",0.0140325227244672,28
"545","хроника",0.0137874151658344,28
"546","книга",0.0100372695187538,28
"547","исторический",0.00911811617388107,28
"548","король",0.00862790105661562,28
"549","читатель",0.00707146805929783,28
"550","первый",0.00666704058755384,28
"551","образ",0.00654448680823748,28
"552","традиция",0.00640967765098948,28
"553","перевод",0.00606652706890367,28
"554","народ",0.0057723979985444,28
"555","произведение",0.00576014262061276,28
"556","описание",0.00558856732956986,28
"557","рассказ",0.00541699203852695,28
"558","событие",0.00525767212541568,28
"559","год",0.00524541674748404,28
"560","рукопись",0.00523316136955241,28
"561","язык",0.0115525313857807,29
"562","перевод",0.00951951670270363,29
"563","солнце",0.00935209196409728,29
"564","латинский",0.00808444751464922,29
"565","медицина",0.00772568021763561,29
"566","трактат",0.0076778445780338,29
"567","врач",0.0073190772810202,29
"568","звезда",0.00684072088500206,29
"569","тело",0.00648195358798845,29
"570","поэт",0.00617102193057666,29
"571","надпись",0.00586009027316488,29
"572","книга",0.00576441899396125,29
"573","кампанелла",0.00576441899396125,29
"574","медицинский",0.00574050117416034,29
"575","греческий",0.00547740515635037,29
"576","стих",0.00540565169694764,29
"577","издание",0.00533389823754492,29
"578","текст",0.004544610184115,29
"579","чудо",0.00447285672471228,29
"580","автор",0.00430543198610593,29
"581","карта",0.0122869246533879,30
"582","археология",0.0109120341516008,30
"583","археологический",0.0102355007300866,30
"584","восточный",0.00811860583050969,30
"585","древний",0.0068746572812738,30
"586","восток",0.00683100996375675,30
"587","географический",0.00624177117727659,30
"588","империя",0.00611082922472545,30
"589","территория",0.00602353458969135,30
"590","пространство",0.00591441629589873,30
"591","раскопка",0.00567435604955496,30
"592","география",0.00541247214445267,30
"593","поселение",0.00536882482693562,30
"594","время",0.0051724118981089,30
"595","первый",0.00495417531052365,30
"596","здание",0.00493235165176513,30
"597","страна",0.00491052799300661,30
"598","исследование",0.00484505701673103,30
"599","путь",0.00451770213535317,30
"600","часть",0.00443040750031907,30
"601","грамота",0.0574710137188077,31
"602","монастырь",0.0542437787684282,31
"603","документ",0.0199992301282901,31
"604","дарение",0.0177825434957062,31
"605","аббатство",0.0170816793398157,31
"606","владение",0.0150116852049764,31
"607","аббат",0.0124201177448231,31
"608","монах",0.0114584669262757,31
"609","церковь",0.0104642177748962,31
"610","епископ",0.00976335361900566,31
"611","картулярия",0.00938847279143633,31
"612","акт",0.00886689946612247,31
"613","монастырский",0.00837792447364072,31
"614","сный",0.00828012947514438,31
"615","церковный",0.00816603531023197,31
"616","даритель",0.00754666698642176,31
"617","лицо",0.00715548699243637,31
"618","граф",0.00666651199995463,31
"619","капитул",0.00635682783804952,31
"620","светский",0.00580265617990355,31
"621","епископ",0.0185129537558617,32
"622","церковный",0.0158602588285028,32
"623","церковь",0.0142799299356082,32
"624","румынский",0.010837070561802,32
"625","проповедь",0.0103291077033716,32
"626","архиепископ",0.00733777087039243,32
"627","приход",0.00682980801196201,32
"628","виконт",0.00671692737675525,32
"629","монастырь",0.00649116610634173,32
"630","еврей",0.00615252420072145,32
"631","второй",0.00581388229510117,32
"632","католик",0.00564456134229103,32
"633","монтегя",0.00564456134229103,32
"634","светский",0.00558812102468765,32
"635","дубровник",0.00547524038948089,32
"636","конвокация",0.00536235975427413,32
"637","священник",0.00524947911906737,32
"638","село",0.00519303880146399,32
"639","книга",0.00496727753105047,32
"640","паркер",0.00496727753105047,32
"641","рукопись",0.0377081301497289,33
"642","письмо",0.031552104293154,33
"643","книга",0.0201358210482985,33
"644","текст",0.0176009868720618,33
"645","библиотека",0.0120643753818606,33
"646","буква",0.010110837764836,33
"647","издание",0.00911977477863823,33
"648","лист",0.00798577001558497,33
"649","первый",0.00711858990266189,33
"650","форма",0.00673741183104735,33
"651","кодекс",0.00663258786135335,33
"652","латинский",0.0058607022663339,33
"653","готический",0.00567011323052663,33
"654","часть",0.0053365824178639,33
"655","конец",0.00520317009279881,33
"656","рукописный",0.00501258105699154,33
"657","книжный",0.00492681599087827,33
"658","собрание",0.00464093243716736,33
"659","второй",0.00456469682284445,33
"660","писец",0.00448846120852155,33
"661","шведский",0.0429318131932149,34
"662","швеция",0.0400466288870914,34
"663","король",0.0183211910619815,34
"664","страна",0.0119737855885099,34
"665","датский",0.011252489511979,34
"666","ганзейский",0.00983874920197849,34
"667","год",0.00839615704891674,34
"668","дание",0.00830960151973303,34
"669","область",0.00776141650156957,34
"670","должен",0.00753060175707969,34
"671","марка",0.00692471305279376,34
"672","закон",0.00678045383748758,34
"673","скандинавский",0.00548212089973201,34
"674","первый",0.00504934325381349,34
"675","швед",0.00473197298013991,34
"676","хроника",0.0046454174509562,34
"677","ганза",0.00461656560789497,34
"678","стокгольм",0.0045588619217725,34
"679","любек",0.00418378796197644,34
"680","бонд",0.00409723243279274,34
"681","ирландия",0.0424301812809834,35
"682","ирландский",0.0317763875568715,35
"683","земля",0.021184354955798,35
"684","ирландец",0.0193932823876864,35
"685","английский",0.0143288702985434,35
"686","колония",0.0111790530235885,35
"687","колонист",0.00926445820940031,35
"688","король",0.00886301090965116,35
"689","ольстер",0.00762778844888457,35
"690","англичанин",0.0075969078873654,35
"691","индеец",0.0075969078873654,35
"692","колониальный",0.00691753553394378,35
"693","акр",0.00688665497242461,35
"694","вождь",0.00676313272634795,35
"695","энгельса",0.00611464093444549,35
"696","бразилие",0.00589847700381134,35
"697","страна",0.00571319363469635,35
"698","раб",0.00503382128127472,35
"699","участок",0.00503382128127472,35
"700","граф",0.00481765735064056,35
"701","земля",0.0216468774028695,36
"702","община",0.0196499745325232,36
"703","лес",0.0192031789131307,36
"704","общинный",0.0160938461332765,36
"705","деревня",0.0158841257405004,36
"706","крестьянин",0.0143340184895467,36
"707","поле",0.0111973308758521,36
"708","участок",0.0102855030811735,36
"709","право",0.00786915942527503,36
"710","пользование",0.00765943903249894,36
"711","манс",0.00677496607166065,36
"712","район",0.006674665014246,36
"713","источник",0.00664731018040564,36
"714","угодье",0.00647406289941669,36
"715","владение",0.0062643425066406,36
"716","территория",0.00616404144922595,36
"717","селение",0.00602726728002416,36
"718","держатель",0.005863138276982,36
"719","пастбище",0.00565341788420591,36
"720","большой",0.0055257619929509,36
"721","герб",0.029728776650945,37
"722","гербовник",0.014809844546346,37
"723","печать",0.0136061165281266,37
"724","португальский",0.0133143036752249,37
"725","герба",0.0126212481495833,37
"726","португалие",0.0105785581792715,37
"727","университет",0.00944778337427745,37
"728","документ",0.00915597052137575,37
"729","мейтленд",0.00776985947009272,37
"730","король",0.00747804661719102,37
"731","черный",0.00729566358412747,37
"732","цвет",0.00722271037090204,37
"733","геральдический",0.00718623376428933,37
"734","геральдика",0.00674851448493679,37
"735","изображение",0.00638374841880968,37
"736","копия",0.00616488877913341,37
"737","корпорация",0.00601898235268256,37
"738","послание",0.00601898235268256,37
"739","щит",0.00543535664687918,37
"740","известный",0.0048517309410758,37
"741","империя",0.0196347156418332,38
"742","император",0.0196347156418332,38
"743","немецкий",0.018692614921602,38
"744","германий",0.0184383972669365,38
"745","князь",0.0114548887534771,38
"746","имперский",0.0105426959926184,38
"747","чешский",0.00939123955678029,38
"748","политика",0.00883794230839057,38
"749","политический",0.00840427689749053,38
"750","мир",0.00800051944596289,38
"751","война",0.0069686948476145,38
"752","письмо",0.00647521351796962,38
"753","германский",0.00623594984299029,38
"754","императорский",0.00619108790393166,38
"755","посол",0.00611631800550062,38
"756","проект",0.00595182422895232,38
"757","переговоры",0.00575742249303161,38
"758","союз",0.0057424685133454,38
"759","договор",0.00532375708213156,38
"760","чехия",0.00489009167123151,38
"761","английский",0.073482079443652,39
"762","англия",0.0664860630788622,39
"763","парламент",0.023903167552361,39
"764","король",0.0149915752781645,39
"765","год",0.0131354893038325,39
"766","королевский",0.0129808154726382,39
"767","графство",0.0119218946283078,39
"768","лондон",0.0103037683942748,39
"769","генриха",0.00713890384829844,39
"770","корона",0.00694853605605926,39
"771","эдуард",0.00665108638068554,39
"772","представитель",0.00579443131560924,39
"773","гаррингтон",0.00579443131560924,39
"774","время",0.00549698164023553,39
"775","революция",0.00542559371814584,39
"776","лорд",0.00538989975710099,39
"777","община",0.00512814404277212,39
"778","парламентский",0.00509245008172727,39
"779","палата",0.00493777625053294,39
"780","страна",0.0048306943673984,39
"781","власть",0.0387875825866661,40
"782","право",0.0317091377250835,40
"783","король",0.0219123141892485,40
"784","королевский",0.0197536017126363,40
"785","государство",0.0156920241640475,40
"786","государственный",0.0143808062152905,40
"787","политический",0.0129736454897951,40
"788","судебный",0.00933848028226548,40
"789","суд",0.00862423961099133,40
"790","собрание",0.00746226598160502,40
"791","отношение",0.00713712657154738,40
"792","лицо",0.00693458070954427,40
"793","дело",0.00655613975685423,40
"794","должен",0.00647618744290563,40
"795","привилегия",0.00611373695300532,40
"796","управление",0.00574595630884176,40
