"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","doc_id","dominant_topic"
0.627394636015326,0.000957854406130268,0,0,0,0,0,0.0105363984674329,0.0153256704980843,0,0.00957854406130268,0.000957854406130268,0.0488505747126437,0,0.197318007662835,0,0.00766283524904215,0.039272030651341,0,0,0.000957854406130268,0,0.00670498084291188,0,0,0,0,0,0.0344827586206897,0,11,1
0.457803468208093,0,0.0138728323699422,0.00578034682080925,0,0.0023121387283237,0,0,0,0.0127167630057803,0,0,0,0,0.0971098265895954,0,0.197687861271676,0,0,0.100578034682081,0,0,0,0,0,0,0,0,0.112138728323699,0,12,1
0.129156457822891,0.00700035001750087,0,0,0.0185509275463773,0,0,0.0409520476023801,0,0.0217010850542527,0.16240812040602,0.0528526426321316,0,0,0.000350017500875044,0.00385019250962548,0,0.44207210360518,0.00455022751137557,0.0378018900945047,0.00140007000350017,0.032201610080504,0.0196009800490024,0.00245012250612531,0.0210010500525026,0.00105005250262513,0,0,0.000700035001750087,0.000350017500875044,13,18
0.000412711514651259,0.00907965332232769,0,0.0119686339248865,0.00619067271976888,0,0.108955839867932,0.000619067271976888,0,0.00226991333058192,0,0,0.00928600907965332,0.0191910854312835,0.000412711514651259,0.0493190260008254,0,0.00495253817581511,0.0468427569129179,0.000206355757325629,0,0.000206355757325629,0.0160957490713991,0,0.00949236483697895,0.673957903425506,0.0301279405695419,0,0,0.000412711514651259,14,26
0.469190384084001,0.0168554849405913,0,0,0,0,0,0.00165791655153357,0.163581099751313,0,0.0229345122962144,0.024592428847748,0,0,0,0,0,0.2321083172147,0,0,0.0270793036750484,0.0292898590770931,0,0.000276319425255595,0.0113290964354794,0,0,0,0.00110527770102238,0,15,1
0.359653591441671,0.0264900662251656,0,0,0,0,0.471726948548141,0.0178298522669384,0,0,0.011207335710647,0,0,0,0.00254712175241977,0.0621497707590423,0,0,0,0,0,0,0.000509424350483953,0.0076413652572593,0,0,0,0,0.00967906265919511,0.0305654610290372,16,7
0.155727923627685,0.00119331742243437,0.0787589498806683,0,0.49582338902148,0,0,0.00477326968973747,0,0.0375894988066826,0.065035799522673,0,0,0,0,0,0,0.000596658711217184,0.0101431980906921,0,0.0173031026252983,0,0.0208830548926014,0,0.112171837708831,0,0,0,0,0,17,5
0.479757085020243,0,0,0,0.0283400809716599,0,0,0,0.00809716599190283,0,0.034412955465587,0.01417004048583,0.0101214574898785,0,0.283400809716599,0,0,0.0688259109311741,0,0.0222672064777328,0,0,0.00404858299595142,0,0.00809716599190283,0,0,0.0101214574898785,0,0.0283400809716599,18,1
0.389280677009873,0.0239774330042313,0,0,0,0,0,0,0,0,0,0,0.203102961918195,0,0.283497884344147,0,0,0,0.00987306064880113,0.0493653032440056,0,0,0.00564174894217207,0,0.00987306064880113,0.00141043723554302,0,0,0.0239774330042313,0,19,1
0.452403693091372,0.00764087870105062,0,0,0,0,0,0.00573065902578797,0,0,0.00604902897166508,0.0273798153454314,0.378541865647883,0,0.00764087870105062,0.000636739891754218,0.0149633874562241,0,0,0.093282394141993,0,0,0,0,0,0,0.000318369945877109,0,0.00541228907991086,0,20,1
0.47103274559194,0.00377833753148615,0,0.103274559193955,0,0,0,0.100755667506297,0,0.114609571788413,0.120906801007557,0,0,0,0.0226700251889169,0.00377833753148615,0,0,0,0.035264483627204,0,0,0,0.00125944584382872,0.00503778337531486,0.00125944584382872,0,0,0.00755667506297229,0.00881612090680101,21,1
0.395448844293137,0.0254434689123813,0,0,0.0134384518903422,0,0.145135280415696,0.0168428597025623,0.00143343486830317,0,0.0172012184196381,0.000537538075613689,0,0,0.00591291883175058,0,0,0,0.00716717434151586,0,0,0,0,0,0.000358358717075793,0,0,0.0098548647195843,0.0611001612614227,0.300125425550977,22,1
0.273948075201432,0.0062667860340197,0,0,0.0116383169203223,0.0116383169203223,0,0.00716204118173679,0,0,0.017905102954342,0.00716204118173679,0.0017905102954342,0,0.0053715308863026,0,0.251566696508505,0,0,0.378692927484333,0,0,0.0044762757385855,0,0.017905102954342,0,0,0.0044762757385855,0,0,23,20
0.243063263041065,0,0,0.000369959304476508,0.198668146503885,0,0,0.0318165001849797,0.120976692563818,0.0266370699223085,0.200887902330744,0.0144284128745838,0,0,0,0,0.0221975582685905,0.00850906400295967,0.02330743618202,0.0788013318534961,0,0,0,0,0.02330743618202,0.000369959304476508,0,0,0.00665926748057714,0,24,1
0.0464784716281722,0.0071285999429712,0,0,0,0.00484744796122042,0,0.0116909039064728,0,0.00969489592244083,0,0,0,0.0325064157399487,0.00199600798403194,0.804106073567151,0,0.00142571998859424,0,0,0,0.00285143997718848,0,0,0.0153977758768178,0,0.0182492158540063,0,0,0.0436270316509837,25,16
0.110239029611131,0.00927577595433464,0,0.0135569033178737,0.051730288976097,0,0.0199785943631823,0.00249732429539779,0.0242597217267214,0.00856225472707813,0,0,0,0,0,0,0,0.0203353549768106,0,0.00749197288619336,0.0264002854084909,0.00713521227256511,0.65429896539422,0,0,0.0292543703175169,0.0149839457723867,0,0,0,26,23
0.0697577276524645,0.000417710944026733,0,0.0852130325814536,0.00459482038429407,0,0,0.413533834586466,0,0.149958228905597,0.115705931495405,0.000417710944026733,0,0,0.0037593984962406,0,0,0,0,0.0075187969924812,0.123224728487886,0,0,0.0175438596491228,0.00668337510442774,0.00167084377610693,0,0,0,0,27,8
0.574558032282859,0,0,0.192544196771714,0.00499615680245965,0,0.0180630284396618,0.0714834742505765,0,0.00576479631053036,0.01076095311299,0.00115295926210607,0,0,0,0,0.00192159877017679,0.00499615680245965,0.0757109915449654,0.0026902382782475,0.00192159877017679,0.00230591852421214,0,0,0.0307455803228286,0,0,0,0.000384319754035357,0,28,1
0.201236263736264,0,0,0.0309065934065934,0.0199175824175824,0,0.0302197802197802,0.000686813186813187,0.0157967032967033,0.073489010989011,0.341346153846154,0.00137362637362637,0.000686813186813187,0.0446428571428571,0,0.00961538461538462,0.0103021978021978,0.0350274725274725,0.0885989010989011,0.0130494505494505,0,0,0,0,0.0769230769230769,0,0,0,0.00618131868131868,0,29,11
0.111428571428571,0,0,0,0.232380952380952,0,0,0,0.0166666666666667,0.000476190476190476,0.180952380952381,0.00523809523809524,0,0,0,0,0,0.19952380952381,0.0742857142857143,0.10952380952381,0,0.000952380952380952,0.0457142857142857,0,0.0228571428571429,0,0,0,0,0,30,5
0.243416102332581,0.285176824680211,0,0,0,0.000376222723852521,0.0101580135440181,0.000752445447705041,0.0357411587659895,0,0.0154251316779533,0.0120391271632807,0,0,0.121519939804364,0.0379984951091046,0.000376222723852521,0,0.0775018811136193,0.00790067720090293,0,0,0,0.0443942814145974,0.0210684725357412,0.00413844996237773,0,0,0.0304740406320542,0.0515425131677953,31,2
0.21618451915559,0.00390930414386239,0,0,0.0469116497263487,0,0,0.262314308053167,0.00234558248631744,0.0402658326817826,0.037529319781079,0,0,0,0.019546520719312,0,0,0.328772478498827,0.00117279124315872,0.0199374511336982,0.000781860828772478,0,0,0,0.0160281469898358,0,0,0.00430023455824863,0,0,32,18
0.335360149672591,0,0,0.201590271281572,0.029466791393826,0,0.00280636108512629,0.0790458372310571,0,0.0603367633302152,0.102432179607109,0,0,0,0.00841908325537886,0,0,0,0.0205799812909261,0.0327408793264733,0.0509822263797942,0,0,0,0.0636108512628625,0,0,0,0.0126286248830683,0,33,1
0.60093896713615,0.0140845070422535,0,0.00938967136150235,0,0,0,0.0727699530516432,0,0,0.0352112676056338,0,0.00234741784037559,0,0.154929577464789,0,0.0140845070422535,0.0164319248826291,0.0492957746478873,0,0,0,0.0187793427230047,0,0,0.00234741784037559,0,0,0.00938967136150235,0,34,1
0.0707547169811321,0,0,0,0.0377358490566038,0,0,0.00660377358490566,0,0,0.200943396226415,0,0,0,0,0,0,0.491509433962264,0,0.144339622641509,0,0.0122641509433962,0,0.0113207547169811,0.0245283018867925,0,0,0,0,0,35,18
0.0135777325186694,0.0749038243946594,0,0,0,0,0.029418420457117,0,0,0.000226295541977823,0.00701516180131251,0,0.000678886625933469,0,0.000226295541977823,0.745417515274949,0,0.00226295541977823,0,0,0.00995700384702421,0.0726408689748812,0.00181036433582258,0,0.00316813758768952,0.00158406879384476,0.037112468884363,0,0,0,36,16
0.13682092555332,0.0402414486921529,0,0,0.0100603621730382,0,0,0,0,0.2280348759222,0.155600268276325,0.176391683433937,0,0.000670690811535882,0,0.00670690811535882,0,0.116700201207243,0,0.0301810865191147,0.00134138162307176,0,0.0348759221998659,0.000670690811535882,0.0348759221998659,0.0234741784037559,0.00335345405767941,0,0,0,37,10
0.0955056179775281,0.129213483146067,0,0,0.0112359550561798,0,0,0,0,0,0,0,0,0,0.556179775280899,0,0,0,0,0,0,0,0,0,0.0337078651685393,0,0,0.174157303370786,0,0,38,15
0.136096845194424,0,0,0,0.0374174614820249,0,0.166911225238445,0.0033015407190022,0,0,0.0179750550256787,0.0143066764490095,0,0,0,0.000366837857666911,0,0,0,0.053925165077036,0.0099046221570066,0,0.222670579603815,0,0.0561261922230374,0.0641966250917095,0,0.213499633162142,0,0.0033015407190022,39,23
0.105015673981191,0.00250783699059561,0,0,0.0808777429467085,0,0,0.284952978056426,0,0,0.00626959247648903,0,0.00564263322884013,0,0.00156739811912226,0,0,0.507210031347962,0,0,0,0,0.00595611285266458,0,0,0,0,0,0,0,40,18
0.146384479717813,0.00352733686067019,0,0,0,0,0,0.00529100529100529,0,0.0105820105820106,0.0529100529100529,0,0.0017636684303351,0,0.18694885361552,0,0.153439153439153,0,0,0.0299823633156966,0,0,0,0,0,0.0017636684303351,0,0.0017636684303351,0.405643738977072,0,41,29
0.220338983050847,0,0,0,0.0443285528031291,0,0,0,0,0.123859191655802,0.0834419817470665,0.229465449804433,0,0,0,0,0.00521512385919166,0.029986962190352,0.0104302477183833,0.0430247718383312,0.0677966101694915,0,0.045632333767927,0,0.0378096479791395,0.0547588005215124,0,0,0,0.00391134289439374,42,12
0.0363578880809358,0.00189693329117926,0,0.00442617767941827,0.408472968700601,0,0,0.00221308883970914,0.00094846664558963,0.0101169775529561,0,0.05121719886184,0,0,0.00600695542206766,0,0,0,0.119506797344293,0.0392032880177047,0,0,0.243755927916535,0,0.0758773316471704,0,0,0,0,0,43,5
0.144283746556474,0,0,0,0.00275482093663912,0,0.673898071625344,0,0.0230716253443526,0,0,0,0,0,0,0,0,0,0,0.00034435261707989,0,0.00034435261707989,0.0382231404958678,0,0,0.116391184573003,0.00034435261707989,0,0,0.00034435261707989,44,7
0.275366484622018,0.00402414486921529,0,0,0.029893647599885,0,0.00114975567691865,0.1279103190572,0.000287438919229664,0.000574877838459327,0.0267318194883587,0.00517390054613395,0.00114975567691865,0,0,0,0,0.461052026444381,0,0.0385168151767749,0,0.0261569416498994,0,0.00143719459614832,0,0.000574877838459327,0,0,0,0,45,18
0.258293838862559,0.0195497630331754,0.00177725118483412,0,0.473341232227488,0.0337677725118483,0,0,0.000592417061611374,0,0,0,0.149289099526066,0,0,0,0.0136255924170616,0,0.00177725118483412,0.00888625592417062,0,0,0.000592417061611374,0,0.0385071090047393,0,0,0,0,0,46,5
0.00189349112426036,0,0,0,0.000236686390532544,0,0.147455621301775,0,0.0257988165680473,0,0,0.00378698224852071,0.0220118343195266,0,0.000473372781065089,0,0,0,0,0,0.0253254437869822,0,0.0158579881656805,0,0.000236686390532544,0.756923076923077,0,0,0,0,47,26
0,0,0,0,0,0,0,0,0,0,0,0.0106382978723404,0,0,0.851063829787234,0.0106382978723404,0.127659574468085,0,0,0,0,0,0,0,0,0,0,0,0,0,48,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078740157480315,0.771653543307087,0,0,0.0078740157480315,0,0,0,0,0,0,0.078740157480315,0,0,0,0.133858267716535,0,49,15
0.0670778720123362,0,0,0.00192752505782575,0.0258288357748651,0,0,0,0,0.203546646106399,0.087124132613724,0,0,0,0,0.00038550501156515,0.0023130300693909,0.0023130300693909,0,0.0131071703932151,0.160370084811103,0.420200462606014,0,0,0.0158057054741712,0,0,0,0,0,50,22
0.193696275071633,0,0,0,0.167621776504298,0.0203438395415473,0,0,0.00143266475644699,0.0275071633237822,0.0372492836676218,0.000286532951289398,0.00200573065902579,0,0.00171919770773639,0,0.20458452722063,0,0,0.260744985673352,0.00143266475644699,0.0157593123209169,0.00229226361031519,0,0.060458452722063,0.000286532951289398,0,0,0.00257879656160458,0,51,20
0.20663404023926,0.0358890701468189,0,0,0.469004893964111,0,0,0.0190320826536161,0.00598151169113649,0.0100598151169114,0.137574768896139,0,0.000543773790103317,0,0,0.0138662316476346,0,0.00435019032082654,0,0.0500271886895052,0.00679717237629146,0.00516585100598151,0.0138662316476346,0,0.0212071778140294,0,0,0,0,0,52,5
0.430793157076205,0.0606531881804044,0,0.0015552099533437,0.118195956454121,0,0.0124416796267496,0.0139968895800933,0,0.046656298600311,0.0108864696734059,0.0046656298600311,0,0.00777604976671851,0.138413685847589,0,0.0279937791601866,0.0217729393468118,0,0,0.0248833592534992,0.00933125972006221,0,0,0.0248833592534992,0.00622083981337481,0,0,0.0233281493001555,0.015552099533437,53,1
0.163948138854036,0.00334588038477624,0,0,0.0204935173567545,0,0,0.000836470096194061,0.0368046842325387,0.166875784190715,0.0564617314930991,0.331660393140945,0.000418235048097031,0,0.00209117524048515,0.00376411543287327,0.0322040987034714,0,0.00836470096194061,0.0192388122124634,0.0384776244249268,0,0.0589711417816813,0,0.0213299874529486,0.0347135089920535,0,0,0,0,54,12
0.0268456375838926,0,0,0,0,0,0.000958772770853308,0,0,0.303930968360499,0.0143815915627996,0,0,0.00958772770853308,0,0.00958772770853308,0,0,0,0.0191754554170662,0.0105465004793864,0,0.0441035474592522,0,0.049856184084372,0,0,0,0,0.511025886864813,55,30
0.0495071684587814,0.0412186379928315,0.0096326164874552,0,0,0,0,0,0.00224014336917563,0.250448028673835,0,0.0763888888888889,0,0.296370967741935,0,0.058915770609319,0,0,0,0.0297939068100358,0,0.0367383512544803,0,0.00918458781362007,0.139560931899642,0,0,0,0,0,56,14
0.11601766358892,0.000401445202729827,0,0.661581694098756,0,0,0.00401445202729827,0.000401445202729827,0,0.0549979927739863,0.00281011641910879,0.0594138900040145,0,0.00281011641910879,0,0.0513849859494179,0,0,0,0,0,0,0.034925732637495,0,0.0112404656764352,0,0,0,0,0,57,4
0.0272873194221509,0.043338683788122,0,0.0470840021401819,0.000535045478865704,0,0,0.103531300160514,0,0,0.00535045478865704,0.000267522739432852,0.0382557517388978,0,0,0.699304440877475,0,0,0,0,0.00267522739432852,0,0,0,0.0147137506688068,0.0176565008025682,0,0,0,0,58,16
0.522619345163709,0,0,0,0.00674831292176956,0,0,0.00124968757810547,0,0.0222444388902774,0.0129967508122969,0.0152461884528868,0,0,0,0,0,0.352911772056986,0,0.018495376155961,0.00299925018745314,0.023744063984004,0.00199950012496876,0,0.0162459385153712,0,0,0,0.00249937515621095,0,59,1
0.0258620689655172,0.000319284802043423,0,0,0,0.0108556832694764,0.024904214559387,0.00383141762452107,0,0.0172413793103448,0.00606641123882503,0.0233077905491699,0,0,0,0.0421455938697318,0,0.000319284802043423,0.200510855683269,0,0.0290549169859515,0,0.568007662835249,0,0.033205619412516,0.014367816091954,0,0,0,0,60,23
0.784810126582278,0,0,0,0,0,0,0,0,0,0.0189873417721519,0,0,0,0,0,0,0,0,0.132911392405063,0,0,0,0,0.0632911392405063,0,0,0,0,0,61,1
0.0377833753148615,0.118387909319899,0,0,0,0,0,0.00251889168765743,0,0,0,0.0100755667506297,0.00251889168765743,0,0.551637279596977,0,0.0453400503778338,0,0.0428211586901763,0.0302267002518892,0.0327455919395466,0,0.0100755667506297,0,0.0125944584382872,0,0,0.0100755667506297,0.0931989924433249,0,62,15
0.13984962406015,0,0,0,0,0.00902255639097744,0,0,0,0.15187969924812,0.0240601503759399,0.0601503759398496,0,0,0.257142857142857,0,0.123308270676692,0,0,0.0195488721804511,0,0,0.00150375939849624,0,0,0,0.00150375939849624,0,0.207518796992481,0.00451127819548872,63,15
0.0536033353186421,0.00148898153662895,0,0,0.098868374032162,0,0.00297796307325789,0.126265634306135,0,0.0256104824300179,0.544073853484217,0,0,0,0,0,0,0,0,0.100952948183443,0,0,0,0,0.0407980941036331,0,0,0.00536033353186421,0,0,64,11
0.0568793235972329,0.0906994619523444,0,0.00153727901614143,0.00768639508070715,0.0230591852421214,0,0,0.0169100691775557,0.0753266717909301,0.000768639508070715,0.0384319754035357,0.0284396617986164,0,0.435049961568025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186779400461184,0.0384319754035357,65,15
0.17725509214355,0.0179437439379243,0.0177012609117362,0,0.000969932104752667,0,0,0,0.000484966052376334,0.01454898157129,0.440349175557711,0.00121241513094083,0,0,0,0.0269156159068865,0.00533462657613967,0.00169738118331717,0.00484966052376334,0.0608632395732299,0,0.0548011639185257,0.10984481086324,0,0.064015518913676,0,0,0,0.00121241513094083,0,66,11
0.0585344057193923,0,0,0,0.098302055406613,0,0,0.00714924039320822,0.00268096514745308,0.141644325290438,0.14343163538874,0.122430741733691,0,0,0,0,0,0,0,0.323056300268097,0,0.04781054512958,0.00491510277033065,0,0.0500446827524575,0,0,0,0,0,67,20
0.798022598870056,0.00141242937853107,0,0,0,0,0.00282485875706215,0,0,0.00423728813559322,0.0112994350282486,0,0.0310734463276836,0,0.0847457627118644,0,0,0,0,0.0112994350282486,0,0.00564971751412429,0,0,0,0,0.00706214689265537,0,0.0423728813559322,0,68,1
0.00115107913669065,0.105035971223022,0,0.124892086330935,0,0,0.0115107913669065,0,0,0.0207194244604317,0,0.133237410071942,0.0037410071942446,0,0.000287769784172662,0.486043165467626,0,0,0,0,0,0,0.00546762589928058,0,0.0840287769784173,0.0238848920863309,0,0,0,0,69,16
0.138225863911649,0,0,0,0.00855005343783399,0,0.00178126113288208,0.00926255789098682,0,0,0.0698254364089776,0.0438190238688992,0,0,0.017100106875668,0.0103313145707161,0,0,0,0,0.00534378339864624,0,0.101175632347702,0,0.0794442465265408,0.000356252226576416,0,0.000356252226576416,0,0.514428215176345,70,30
0.43375468164794,0.0318352059925094,0,0.0950374531835206,0.0191947565543071,0.00397940074906367,0.00889513108614232,0.000702247191011236,0,0.0402621722846442,0.0620318352059925,0,0.038623595505618,0,0.00749063670411985,0.0276217228464419,0.00304307116104869,0,0,0.0943352059925094,0.0121722846441948,0,0.00421348314606742,0,0.111189138576779,0.00561797752808989,0,0,0,0,71,1
0.603174603174603,0.0409356725146199,0,0.0154553049289891,0,0,0,0.0158730158730159,0,0.0075187969924812,0.0380116959064327,0,0.0279866332497911,0,0.031328320802005,0,0.006265664160401,0,0,0.172514619883041,0.00543024227234754,0.000835421888053467,0,0,0.0346700083542189,0,0,0,0,0,72,1
0.524941543257989,0.0487139516757599,0.00116913484021824,0.00545596258768511,0,0.116523772408418,0,0.00116913484021824,0,0.0405300077942323,0.0280592361652377,0.163289166017147,0,0,0,0.00428682774746687,0,0,0,0.0116913484021824,0.0284489477786438,0,0.00272798129384256,0,0.0222135619641465,0.000779423226812159,0,0,0,0,73,1
0.292174796747968,0,0.0101626016260163,0,0.00660569105691057,0.000508130081300813,0,0.107723577235772,0,0.0193089430894309,0.128048780487805,0,0,0,0.0248983739837398,0,0,0.0604674796747968,0,0.294715447154472,0,0.00101626016260163,0,0,0.00203252032520325,0,0.000508130081300813,0.0518292682926829,0,0,74,20
0.186206896551724,0,0,0,0,0,0,0.00689655172413793,0,0,0,0,0,0,0.606896551724138,0.00689655172413793,0.158620689655172,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,75,15
0.142222222222222,0.0355555555555556,0,0,0,0,0,0,0,0,0.01,0,0,0,0.592222222222222,0,0.03,0,0.0444444444444444,0.0488888888888889,0,0.00111111111111111,0,0,0.0466666666666667,0,0,0,0.0488888888888889,0,76,15
0.0127388535031847,0.00159235668789809,0.0111464968152866,0,0.0573248407643312,0,0,0.0445859872611465,0.00955414012738854,0.0971337579617834,0.285031847133758,0,0.00318471337579618,0,0.0127388535031847,0.00477707006369427,0,0,0,0.415605095541401,0,0,0.00636942675159236,0,0.00159235668789809,0,0,0.035031847133758,0.00159235668789809,0,77,20
0.219243297419193,0.00150338261087447,0,0.0423452768729642,0.00300676522174893,0,0,0,0.000250563768479078,0.00651465798045603,0.0526183913806064,0.0245552493109496,0,0,0,0.0117764971185167,0.0022550739163117,0,0.0125281884239539,0.0603858682034578,0.199949887246304,0.0200451014783262,0.207466800300677,0.000501127536958156,0.134302179904786,0.000501127536958156,0,0,0,0.000250563768479078,78,1
0.63013698630137,0.0287671232876712,0,0.0287671232876712,0,0.00958904109589041,0,0.00958904109589041,0,0,0.0917808219178082,0,0,0,0.124657534246575,0,0.00410958904109589,0,0,0.0547945205479452,0,0.00273972602739726,0.0150684931506849,0,0,0,0,0,0,0,79,1
0.00170842824601367,0.0492596810933941,0,0,0.00996583143507973,0,0.00968109339407745,0,0.0711845102505695,0.0239179954441913,0.00398633257403189,0.0344533029612756,0.0526765375854214,0,0,0.192767653758542,0.00370159453302961,0,0.0401480637813212,0.00455580865603645,0,0,0.020501138952164,0,0.21753986332574,0.0370159453302961,0,0.226936218678815,0,0,80,28
0.240072202166065,0.137184115523466,0,0,0,0,0,0.0397111913357401,0,0,0.0397111913357401,0.00180505415162455,0,0,0.413357400722022,0.0324909747292419,0,0,0,0,0.0036101083032491,0,0,0,0.0270758122743682,0,0,0,0.0649819494584838,0,81,15
0.469619756958056,0.0203841630733046,0,0,0.00274402195217562,0,0.00862406899255194,0,0.219129753038024,0.0188161505292042,0.0231281850254802,0.00352802822422579,0.0262642101136809,0,0.0725205801646413,0.000392003136025088,0,0,0,0.0164641317130537,0.0341042728341827,0.000392003136025088,0.0278322226577813,0.00823206585652685,0.0180321442571541,0.00313602508820071,0,0,0.00196001568012544,0.0246961975695806,82,1
0.190076869322152,0.000349406009783368,0,0.16911250873515,0.000349406009783368,0,0.000698812019566737,0,0,0.110062893081761,0.0482180293501048,0.348357791754018,0,0,0.000698812019566737,0.000349406009783368,0,0.000698812019566737,0.00349406009783368,0.0118798043326345,0,0.00244584206848358,0.09958071278826,0,0.0136268343815514,0,0,0,0,0,83,12
0.100760456273764,0.136882129277567,0,0,0,0.064638783269962,0,0,0,0.0190114068441065,0,0,0,0,0.574144486692015,0.0342205323193916,0,0,0,0,0,0,0,0,0.0114068441064639,0,0,0,0.0494296577946768,0.00950570342205323,84,15
0.129732739420935,0,0,0.00501113585746102,0.0400890868596882,0,0,0,0,0.0089086859688196,0.610244988864142,0.0256124721603563,0.010022271714922,0,0.000556792873051225,0,0,0,0,0.122494432071269,0.0361915367483296,0.00389755011135857,0,0,0,0.000556792873051225,0,0.0044543429844098,0.0022271714922049,0,85,11
0.120051085568327,0.00383141762452107,0,0.0446998722860792,0.016602809706258,0,0,0,0,0.482758620689655,0.0970625798212005,0,0,0,0.144316730523627,0,0.00383141762452107,0,0,0.0817369093231162,0,0,0.00383141762452107,0,0,0,0,0,0.00127713920817369,0,86,10
0.398459383753501,0.00140056022408964,0,0.015406162464986,0.218487394957983,0,0,0.0266106442577031,0,0,0.0112044817927171,0,0,0,0.25140056022409,0.00280112044817927,0,0,0,0.0329131652661064,0,0.00140056022408964,0.00560224089635854,0,0.00350140056022409,0,0,0,0,0.030812324929972,87,1
0.0463937621832359,0,0,0.0635477582846004,0.00350877192982456,0,0,0,0.000389863547758285,0.685380116959064,0.0826510721247563,0.00155945419103314,0,0,0,0.000779727095516569,0,0,0.00233918128654971,0.0475633528265107,0.00740740740740741,0,0.00428849902534113,0,0.0538011695906433,0,0,0,0.000389863547758285,0,88,10
0.357592942659105,0.0129174543163201,0.0170132325141777,0,0,0,0,0.0138626339004411,0.00346565847511027,0.0888468809073724,0.0356017643352237,0.0526149968494014,0.108695652173913,0,0,0.0056710775047259,0.216761184625079,0,0,0.0425330812854442,0,0,0.000315059861373661,0,0.0441083805923125,0,0,0,0,0,89,1
0.112704918032787,0.000558867362146051,0,0,0.386549925484352,0.00670640834575261,0,0,0.0197466467958271,0.0271982116244411,0.00819672131147541,0.241616989567809,0,0,0,0,0,0,0,0.0508569299552906,0,0,0.0827123695976155,0,0.0352086438152012,0.0240312965722802,0.00018628912071535,0,0.003725782414307,0,90,5
